lc,quantity,serving_size,packaging_tags,brands_tags,categories_tags,labels_tags,countries_tags,stores_tags,allergens_tags,traces_tags,nutrition_data_per,nutrition_data_prepared_per,energy-kj_value,energy-kcal_value,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,fiber_value,fiber_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,vitamin-d_value,vitamin-d_unit,calcium_value,calcium_unit,iron_value,iron_unit,packaging_1_shape,packaging_1_material,packaging_2_shape,packaging_2_material,link,off:food_groups,off:food_groups_tags,off:nova_groups,off:nova_groups_tags,off:nutriscore_grade,off:nutriscore_score,off:ecoscore_grade,off:ecoscore_score,off:ecoscore_data.missing_key_data,off:ecoscore_data.agribalyse.code,off:ecoscore_data.adjustments.origins_of_ingredients.value,off:ecoscore_data.adjustments.packaging.value,off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials,off:ecoscore_data.adjustments.production_system.value,off:ecoscore_data.adjustments.threatened_species.value,data_sources,product_name,ingredients
fr,,,,nestle,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:chocolates-with-sweeteners,en:dark-chocolates,en:dark-chocolates-with-sweeteners,en:dark-chocolate-bar-without-sugar-and-with-artificial-sweeteners","en:nutriscore,en:nutriscore-grade-d",en:spain,,,,100g,100g,,549.0,45.1,g,26.9,g,35.5,g,0.7,g,9.2,g,7.6,g,0.0,g,0.0,g,549.0,kcal,,,,,,,,,,,,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",,unknown,d,11.0,e,15.0,1.0,31030.0,-5,-15,1,0,,"App - Yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts",Nestlé 70 Negro,
es,250,,en:green-dot,nestle,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:hot-beverages,en:coffees,en:ground-coffees","en:fsc,en:fsc-recycling,en:green-dot",en:spain,mercadona,,,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,en:unknown,en:plastic,,,https://www.bonka.es/cafe/molido-natural-250gr,,,1.0,en:1-unprocessed-or-minimally-processed-foods,unknown,,e,-15.0,,18003.0,-5,-10,1,0,,"App - elcoco, App - yuka, Apps, App - El CoCo, App - Open Food Facts, App - smoothie-openfoodfacts",Bonka Natural,Café molido.
es,,,,nestle,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:bonbons",,en:spain,,,,100g,100g,,0.0,0.0,g,0.0,g,0.0,g,0.0,g,,,5.0,g,0.0,g,0.0,g,0.0,kcal,,,,,,,,,,,,en:sweets,"en:sugary-snacks,en:sweets",,unknown,a,-3.0,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps",Smarties,
es,100 ml,,,nestle,"en:snacks,en:desserts,en:sweet-snacks,en:confectioneries,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets",en:green-dot,en:spain,,,,100g,100g,,3.7999999523163,9.3999996185303,g,7.5999999046326,g,23.0,g,11.0,g,,,0.079999998211861,g,0.15999999642372,g,0.063999998569488,g,3.7999999523163,kcal,,,,,,,,,,,,en:ice-cream,"en:milk-and-dairy-products,en:ice-cream",,unknown,c,9.0,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps, App - El CoCo",Smarties cup,
en,,,,nestle,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:dark-chocolates","en:no-gluten,en:sustainable-farming,en:nutriscore,en:utz-certified","en:algeria,en:france,en:morocco,en:spain",,,"en:milk,en:nuts",100g,100g,,518.0,27.6,g,16.1,g,58.2,g,54.6,g,6.9,g,5.7,g,0.0,g,0.0,g,518.0,kcal,,,,,,,,,,,,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",4.0,en:4-ultra-processed-food-and-drink-products,e,21.0,d,25.0,1.0,31080.0,-5,-15,1,10,,"App - elcoco, App - yuka, Apps, App - El CoCo, App - InFood, App - Open Food Facts",Dolca chocolate negro,"azúcar, cacao, manteca de cacao, emulgente (lecitina de girasol), aroma natural de vainilla, Puede contener frutos de cáscara y leche, Cacao: 44% minimo,"
en,,,en:card-box,nestle,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals",,"en:france,en:spain",,en:gluten,"en:nuts,en:peanuts",100g,100g,,370.0,1.5,g,0.2,g,76.0,g,25.0,g,,,9.2,g,0.61,g,0.244,g,370.0,kcal,,,,,,,en:box,,,,,en:breakfast-cereals,"en:cereals-and-potatoes,en:breakfast-cereals",4.0,en:4-ultra-processed-food-and-drink-products,d,11.0,d,30.0,,32135.0,-5,-10,0,0,,"App - yuka, Apps, App - El CoCo, App - Horizon, App - smoothie-openfoodfacts",Frosted shreddies,"Whole Grain Wheat (84.8%), Sugar, Invert Sugar Syrup, Barley Mait Extract, Salt, Molasses, Flavourings, Iron, Vitamin B3, B5, B9, B6 B2. ALLERGY ADVICE: For allergens, including cereals containing gluten, see ingredients in bold. May also contain Peanuts and other Nuts."
es,,,,"maggi,nestle",,,en:spain,,"en:eggs,en:gluten,en:milk","en:celery,en:fish,en:soybeans",100g,100g,1525.0,360.0,3.1,g,1.6,g,67.0,g,4.0,g,5.8,g,15.0,g,3.4,g,1.36,g,1525.0,kJ,,,,,,,,,,,,,,4.0,en:4-ultra-processed-food-and-drink-products,unknown,,unknown,,1.0,,-5,-15,1,0,-10.0,"App - El CoCo, Apps",Fusian Taste of India,"Sémola de _trigo_, _huevo_, sal, especias (cilantro, cúrcuma, jengibre, comino, pimentón dulce, alcaravea, guindilla, pimienta negra, pimienta, anís, canela, fenogreco, cardamomo), almidón de maíz, hortalizas deshidratadas (pimiento rojo 1%, espinaca, ajo), azúcar, _leche_ desnatada en polvo, contiene aceite de girasol o palma, extracto de levadura (extracto de levadura, sal), corrector de acidez (ácido cítrico), extracto de pimentón, aromas, perejil."
es,300 ,,"ca:1-cuerpo-de-metal,ca:1-sello-de-metal,ca:1-tapa-plastico",nestle,"en:beverages,en:cocoa-and-its-products,en:cocoa-and-chocolate-powders,en:instant-beverages,en:chocolate-powders","en:green-dot,en:metal-recycles-forever,en:nutriscore,en:nutriscore-grade-a,en:rainforest-alliance,en:rainforest-alliance-mango",en:spain,,,en:soybeans,100g,100g,1535.0,367.0,11.9,g,6.8,g,39.7,g,29.5,g,21.4,g,14.6,g,0.23,g,0.092,g,1535.0,kJ,,,,,,,,,,,,,,4.0,en:4-ultra-processed-food-and-drink-products,unknown,,c,44.0,1.0,18104.0,-5,-15,1,10,,"App - yuka, Apps, App - Open Food Facts, App - smoothie-openfoodfacts",Nesquik intenso,"Cacao en polvo 42%, azúcar, cacao desgrasado en polvo 28%, aroma natural, canela. Puede contener SOJA."
en,150 ,,,nestle,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts",en:no-added-sugar,"en:france,en:portugal,en:spain",,,,100g,100g,,61.0,0.2,g,0.1,g,3.0,g,2.7,g,,,12.0,g,0.1,g,0.04,g,61.0,kcal,,,,,,,,,,,,en:dairy-desserts,"en:milk-and-dairy-products,en:dairy-desserts",,unknown,a,-5.0,unknown,,1.0,,-5,-15,1,0,,"App - yuka, Apps, App - Open Food Facts",Lindahls pro+,
es,,,,nestle,"en:breakfasts,en:spreads,en:sweet-spreads,en:milk-jams",en:no-gluten,"en:france,en:spain",,en:milk,,100g,100g,,313.0,7.8,g,4.5,g,53.6,g,53.6,g,0.0,g,7.2,g,0.2,g,0.08,g,313.0,kcal,,,,,,,,,,,,en:sweets,"en:sugary-snacks,en:sweets",4.0,en:4-ultra-processed-food-and-drink-products,d,17.0,b,68.0,1.0,31040.0,-5,-15,1,0,,"App - yuka, Apps, App - elcoco, App - El CoCo",Dulce de leche,"97,2% Leche condensada (leche, azúcar, lactosa), agua, estabilizante (fosfato disódico)."
es,200 ,100 tazas,"en:glass,es:green-dot",nestle,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:coffees,en:instant-beverages,en:decaffeinated-coffees,en:instant-coffees,en:decaffeinated-instant-coffees","en:green-dot,en:no-caffeine,en:rainforest-alliance",en:spain,"mercadona,gadisa,carrefour,alcampo",,,100g,100g,,,0.0,g,0.0,g,,,0.0,g,,,0.0,g,0.1,g,0.04,g,,,,,,,,,,,,,https://www.nescafe.com/es/nuestros-cafes/nescafe-classic-descafeinado,,,,unknown,unknown,,e,-2.0,1.0,18069.0,3,-15,1,10,,"App - yuka, Apps, App - InFood, App - smoothie-openfoodfacts",Nescafé classic descafeinado,Café soluble descafeinado.
fr,,,,nestle,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:milk-chocolates","en:no-gluten,en:sustainable-farming,en:utz-certified,en:utz-certified-cocoa","en:france,en:spain",,en:milk,en:nuts,100g,100g,,542.0,31.1,g,17.9,g,58.4,g,57.5,g,1.8,g,6.3,g,0.16,g,0.064,g,542.0,kcal,,,,,,,,,,,,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",4.0,en:4-ultra-processed-food-and-drink-products,e,25.0,d,28.0,1.0,31004.0,-5,-15,1,10,,"App - elcoco, App - yuka, Apps, App - El CoCo",Extrafin,"Azúcar, manteca de cacao, leche (18,1%), cacao, suero de leche en polvo, emulgente (lecitina de girasol), aroma natural de vainilla. Puede contener frutos secos. Cacao: 30% mínimo."
fr,270,90g,"en:plastic,en:pe-7-polyethylene,en:cardboard,en:hdpe-2-high-density-polyethylene,en:frozen","buitoni,nestle","en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas","en:eac,en:green-dot,en:made-in-france,en:nutriscore,en:nutriscore-grade-b","en:france,en:germany,en:spain","franprix,magasins-u","en:gluten,en:milk,en:soybeans","en:celery,en:crustaceans,en:eggs,en:fish,en:lupin,en:milk,en:mustard,en:nuts,en:soybeans",100g,100g,,232.0,9.1,g,4.0,g,25.0,g,2.1,g,1.6,g,12.0,g,1.3,g,0.52,g,232.0,kcal,,,,,,,,en:hdpe-2-high-density-polyethylene,,en:cardboard,https://www.buitoni.fr/pizzas-surgelees/mini-pizzas/piccolinis/buitoni-piccolinis-mini-pizzas-jambon-fromage-270g,en:pizza-pies-and-quiches,"en:composite-foods,en:pizza-pies-and-quiches",4.0,en:4-ultra-processed-food-and-drink-products,c,4.0,unknown,,,,-5,-9,0,0,,"App - yuka, Apps, App - Speisekammer, App - Open Food Facts",Piccolinis Mini-Pizzas Schinken-Käse - 12/23,"Farine de BLÉ, eau, MOZZARELLA 16,6% (LAIT, sel, présure, ferments lactiques), jambon standard cuit fumé 11,6% (jambon de porc, eau, sel, sirop de glucose, arômes naturels (présence naturelle de polyphénols), stabilisant: citrate de sodium; antioxydants: acide ascorbique, érythorbate de sedium, extrait de romarin; dextrose, extrait d'épices, fumée), purée de tomates 10%, huile de colza, levure, sucre, épices et plantes aromatiques, levain déshydraté (BLÉ), sel, amidon de maïs, dextrose, extrait d'épices. Peut contenir: CÉLERI, OEUFS, POISSONS, LUPIN, MOUTARDE, SOJA. Les tomates viennent d'Italie et Espagne."
en,415 ,"41.5 g ((41,5 g))","en:plastic,en:box,en:film,en:c-pp","nestle,kitkat,kit-kat","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:bars,en:chocolate-candies,en:bars-covered-with-chocolate,en:chocolate-biscuity-bars","en:nestle-cocoa-plan,en:new-recipe,en:nutriscore,en:nutriscore-grade-e,en:rainforest-alliance,fr:triman,en:point-vert","en:belgium,en:finland,en:france,en:spain,en:united-kingdom","magasins-u,hong-kong,carrefour-fr","en:gluten,en:milk",,100g,100g,2151.0,514.0,26.8,g,15.0,g,59.0,g,45.7,g,2.5,g,7.8,g,0.14,g,0.056,g,2151.0,kJ,,,,,,,en:film,en:pp-5-polypropylene,en:box,,www.KitKat.fr,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",4.0,en:4-ultra-processed-food-and-drink-products,e,24.0,d,37.0,,31000.0,-5,-11,0,10,-10.0,"App - elcoco, App - yuka, Apps, Producers, Producer - nestle-france, Database - Equadis, Database - GDSN, Databases, App - El CoCo, App - InFood",Kit Kat x10,"sugar,  wheat flour , skimmed milk powder, cocoa butter, cocoa mass, vegetable fats (palm, shea), butterfat ( milk ), fat reduced cocoa powder, emulsifier (lecithins), raising agent (sodium carbonates)"
fr,50 cl,50 cl,"en:lid-or-cap,en:plastic,en:bottle-cap,en:bottle-or-vial,en:pet-1-polyethylene-terephthalate,en:bottle,en:pet-transparent",nestle,"en:beverages,en:waters,en:spring-waters,en:mineral-waters,en:non-alcoholic-beverages","en:nutriscore,en:nutriscore-grade-a,fr:triman","en:belgium,en:france,en:spain,en:francia","le-mixt,monoprix",,,100g,100g,0.0,0.0,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.005,mg,2.0,mg,0.0,kJ,,,78.0,mg,,,en:bottle,en:plastic,en:bottle-cap,en:mdpe-medium-density-polyethylene,https://www.nestle-waters.fr/marques/nestle-pure-life,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",1.0,en:1-unprocessed-or-minimally-processed-foods,a,0.0,not-applicable,,,,2,-11,1,0,,"App - yuka, Apps, App - InFood, App - Open Food Facts, App - smoothie-openfoodfacts",Eau Pure Life,eau de source Nestlé Pure Life
fr,"1,5 l",1000ml,"en:plastic,en:bottle,es:green-dot",nestle,"en:beverages,en:waters,en:spring-waters,en:mineral-waters,en:natural-mineral-waters","en:fsc,en:fsc-mix,en:green-dot,en:nutriscore","en:andorra,en:belgium,en:france,en:hungary,en:luxembourg,en:spain","ahorramas,mercadona,alcampo",,,100g,100g,,,,,,,,,,,,,,,0.001175,mg,0.47,mg,,,,,0.22,mg,,,,,,,https://www.nestleaquarel.es/Nestle-Aquarel-15L-y-pack-de6x15L,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",1.0,en:1-unprocessed-or-minimally-processed-foods,a,0.0,not-applicable,,1.0,,3,-15,1,0,,"App - yuka, Apps, App - Open Food Facts, App - InFood, App - smoothie-openfoodfacts",Aquarel,"Agua,"
fr,168 ,42 g (portion),"en:bag,fr:stuck","nestle,kit-kat-chunky","en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:bars,en:chocolate-candies,en:bars-covered-with-chocolate,en:chocolate-biscuity-bars,fr:imbiss,fr:kekse,fr:kekse-und-kuchen,fr:knusprige-waffeln,fr:susser-snack","en:nestle-cocoa-plan,en:nutriscore,en:nutriscore-grade-e,en:rainforest-alliance,fr:triman","en:austria,en:france,en:germany,en:spain",,"en:gluten,en:milk,en:peanuts",en:nuts,100g,100g,2202.0,527.0,29.9,g,14.8,g,52.4,g,43.0,g,3.0,g,10.4,g,0.58,g,0.232,g,2202.0,kJ,,,,,,,en:film,,,,,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",4.0,en:4-ultra-processed-food-and-drink-products,e,24.0,c,47.0,,31000.0,-5,-1,0,10,-10.0,"App - yuka, Apps, App - El CoCo, App - Speisekammer, Producers, Producer - nestle-france, Database - Equadis, Database - GDSN, Databases",KitKat Chunky Peanut Butter,"Sucre, LAIT écrémé en poudre, farine de BLE, éclats d'ARACHIDES grillées (10,1%), pâte de cacao, matières grasses végétales (palme, karité), beurre de cacao, matière grasse de LAIT anhydre, PETIT-LAIT en poudre, farine d'ARACHIDES (2%), émulsifiant (lécithines), cacao maigre, sel, arôme naturel (contient : ARACHIDES), poudre à lever (carbonates de sodium). Le chocolat au lait contient des matières grasses végétales en plus du beurre de cacao. Peut contenir : FRUITS A COQUE."
es,250 ,5g,"en:metal,en:plastic,en:container",nestle,en:dietary-supplements,"en:no-gluten,en:no-preservatives,en:no-colorings,es:sin-saborizantes",en:spain,,,en:milk,100g,100g,816.0,202.0,,,,,6.0,g,6.0,g,86.0,g,,,0.5,g,0.2,g,816.0,kJ,,,,,,,,en:plastic,,en:metal,,,,4.0,en:4-ultra-processed-food-and-drink-products,unknown,,unknown,,,,-5,-15,1,0,,"App - elcoco, Apps, App - yuka, App - El CoCo, App - Open Food Facts",OptíFibre,Goma guar parcialmente hidrolizada.
es,,,,nestle,"en:beverages,en:waters,en:spring-waters",,en:spain,,,,100g,100g,,0.0,0.0,g,0.0,g,0.0,g,0.0,g,,,0.0,g,,,,,0.0,kcal,,,,,,,,,,,,en:waters-and-flavored-waters,"en:beverages,en:waters-and-flavored-waters",1.0,en:1-unprocessed-or-minimally-processed-foods,a,0.0,not-applicable,,1.0,,-5,-15,1,0,,"App - elcoco, App - yuka, Apps, App - El CoCo",Agua,
es,,,,nestle,,,en:spain,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - elcoco, Apps, App - El CoCo",,
es,,90 g,,"garden-gourmet,nestle","en:plant-based-foods-and-beverages,en:plant-based-foods,en:meat-alternatives,en:meat-analogues,en:vegetarian-sausages,en:vegetarian-frankfurt-sausages","en:vegetarian,en:european-vegetarian-union,en:european-vegetarian-union-vegetarian,en:nutriscore,en:nutriscore-grade-b","en:belgium,en:spain",,"en:eggs,en:gluten,en:mustard,en:soybeans","en:celery,en:sesame-seeds",100g,100g,1056.0,254.0,18.0,g,2.0,g,3.5,g,3.4,g,3.0,g,18.0,g,1.5,g,0.6,g,1056.0,kJ,,,,,,,,,,,,,,4.0,en:4-ultra-processed-food-and-drink-products,b,2.0,b,70.0,1.0,20337.0,-5,-15,1,0,,"App - elcoco, App - yuka, Apps, App - El CoCo, App - Open Food Facts",Salchichas Frankfurt vegetales,"Agua, proteina de TRIGO (13%), aceite de nabina, mayonesa (aceite de girasol, vinagre, yema de HUEVO, semillas de MOSTAZA, sal yodada, azúcar), clara de HUEVO en polvo, puré de manzana, extracto de levadura, harinas (TRIGO, arroz), sal, especias (ajo, cebolla, contiene MOSTAZA), almidón de maíz, aromas, vinagre, proteína de guisante, colorante (licopeno). PUEDE CONTENER SOJA, SÉSAMO y APIO."
nl,5 x 30 ,30.0g,,nestle,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:chocolate-cakes,en:brownies,nl:chocolade","en:rainforest-alliance,en:rainforest-alliance-cocoa,nl:cacao-plan","en:netherlands,en:spain",kruidvat,en:milk,,100g,100g,2041.0,487.0,22.1,g,12.2,g,65.7,g,49.6,g,2.0,g,5.3,g,0.62,g,0.248,g,2041.0,kJ,,,,,,,en:bag,en:pp-5-polypropylene,en:individual-bag,en:pp-5-polypropylene,,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",4.0,en:4-ultra-processed-food-and-drink-products,e,26.0,d,24.0,,23032.0,-5,-15,0,10,-10.0,"App - Yuka, Apps, App - smoothie-openfoodfacts",Lion Brownie,"Chocolade met MELK (suiker, cacaoboter, cacaomassa, magere MELK poeder, LACTOSE poeder (uit MELK), MELK vaste stoffen, plantaardige oliën (palm, sheaboter), emulgator (lecithinen), glucose - fructosestroop, WITMOLIE, suiker MELK concentraat (MELK, suiker), palmolie, suiker, maïszetmeel, LACTOSE poeder (van MELK), magere cacaobestanddelen, maltodextrine, LEAD zetmeel, zout, emulgator (lecithinen), tesla rijsmiddel (natriumcarbonaten), gekarameliseerde suiker, natuurlijk aroma."
es,500 ,,,nestle,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:coffees",,en:spain,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,,1.0,,-5,-15,1,0,,"App - elcoco, Apps, App - yuka, App - El CoCo",Café en grano Bonka,Café de tueste natural.
es,740,20g,,nestle,"en:dairies,en:condensed-milks","en:100-natural,en:green-dot","en:france,en:spain",consum,en:milk,,100g,100g,1356.0,321.0,8.0,g,4.6,g,54.9,g,54.9,g,0.0,g,7.5,g,0.2,g,0.08,g,1356.0,kJ,,,,,,,,,,,https://nestlefamilyclub.es/producto/nestle-la-lechera-leche-condensada-entera-lata-740g,,,4.0,en:4-ultra-processed-food-and-drink-products,d,18.0,b,73.0,1.0,19026.0,3,-15,1,0,,"App - elcoco, App - yuka, Apps, App - El CoCo",La Lechera leche condensada,"_Leche_, azúcar, _lactosa_."
es,370,20g,"en:metal,en:recyclable-metals,en:aluminium",nestle,"en:dairies,en:evaporated-milks,en:condensed-milks",en:nutriscore,"en:france,en:spain",,en:milk,,100g,100g,,330.0,8.0,g,5.0,g,54.9,g,54.9,g,,,7.5,g,0.2,g,0.08,g,330.0,kcal,,,,,,,,en:aluminium,,,,,,4.0,en:4-ultra-processed-food-and-drink-products,d,18.0,b,77.0,,19026.0,-5,-3,0,0,,"App - elcoco, App - yuka, Apps, App - El CoCo, App - InFood, App - Open Food Facts",Leche condensada,"Leche, azúcar, lactosa,"
es,450 ,,es:bote-plastico,nestle,"en:dairies,en:condensed-milks",,en:spain,,en:milk,,100g,100g,,326.0,8.5,g,4.9,g,54.7,g,54.7,g,,,7.7,g,0.26,g,0.104,g,326.0,kcal,,,,,,,en:pot,en:plastic,,,,,,4.0,en:4-ultra-processed-food-and-drink-products,e,19.0,b,70.0,,19026.0,-5,-10,1,0,,"App - elcoco, App - yuka, Apps, App - El CoCo",Leche condensada,"Leche,azúcar, lactosa."
fr,450 ,30 g,"en:box,fr:etui-carton-a-recycler,fr:etui-en-carton,fr:etui-carton,fr:film-en-plastique,fr:film-plastique-a-jeter,fr:pensez-au-tri,fr:point-vert,fr:sachet-plastique,fr:triman","nestle,fitness","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:extruded-cereals,en:extruded-flakes,en:mixed-cereal-flakes","en:low-or-no-sugar,en:low-sugar,en:reduced-sugar,en:30-less-sugar,en:green-dot,en:no-colorings,en:no-palm-oil,en:nutriscore,en:nutriscore-grade-a,en:nutriscore-grade-b,fr:triman,fr:nutritional-compass","en:belgium,en:cote-d-ivoire,en:france,en:guadeloupe,en:martinique,en:morocco,en:reunion,en:senegal,en:spain,en:switzerland","cora,carrefour-market,dia,magasins-u",en:gluten,"en:milk,en:nuts,en:peanuts",100g,100g,1557.0,368.0,1.8,g,0.6,g,75.0,g,11.0,g,7.6,g,9.4,g,0.9,g,0.36,g,1557.0,kJ,,,637.0,mg,13.0,mg,en:film,en:plastic,en:sleeve,en:cardboard,www.nestle-cereales.fr,en:breakfast-cereals,"en:cereals-and-potatoes,en:breakfast-cereals",4.0,en:4-ultra-processed-food-and-drink-products,a,-1.0,d,33.0,,32135.0,3,-15,1,0,,"App - yuka, Apps, Producers, Producer - nestle-france, Database - Equadis, Database - GDSN, Databases, App - InFood, App - smoothie-openfoodfacts",Nature Céréales,"whole grains 57,9% (whole wheat 50,8%, whole oatmeal 7,1%), rice 37,4%, sugar, inverted sugar syrup, barley malt extract (barley, malted barley), vitamins and minerals (calcium carbonate, niacin, iron, pantothenic acid, vitamin b6, riboflavin, folic acid), salt, glucose syrup, molasses, antioxidant: tocopherol-rich extract,"
de,22 ,,en:cardboard,nestle,"en:beverages,en:cocoa-and-its-products,en:hot-beverages,en:cocoa-and-chocolate-powders,en:instant-beverages,en:chocolate-powders",,"en:france,en:germany,en:italy,en:spain",,en:milk,,100g,100g,,89.0,1.9,,1.6,,15.0,,13.6,,,,2.4,,0.17,,0.068,g,89.0,kcal,,,,,,,,en:cardboard,,,,,,4.0,en:4-ultra-processed-food-and-drink-products,unknown,,c,48.0,,18104.0,-5,-1,0,0,,"App - elcoco, App - yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts",Chococino,"Zucker, Magermilchpulver (21%), stark entöltes Kakaopulver (16%), Milchzucker, Kokosfett, Glukosesirup, Speisesalz, natürliches Aroma."
en,320,,,nestle,"en:beverages,en:cocoa-and-its-products,en:cocoa-and-chocolate-powders,en:instant-beverages,en:chocolate-powders",en:no-gluten,en:spain,,,,100g,100g,,66.0,1.8,g,1.1,g,6.4,g,5.1,g,3.5,g,3.7,g,0.13,g,0.052,g,66.0,kcal,,,,,,,,,,,,,,4.0,en:4-ultra-processed-food-and-drink-products,unknown,,d,34.0,1.0,18104.0,-5,-15,1,0,,"App - Yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts",Nesquik,"Harina de arroz (42%), caco desgrasado en polvo (37%), harina de AVENA sin gluten (20%), aroma natural, sal edulcorantes (sucralosa, glucósidos de esteviol), canela."
pt,200 ,4 g,"en:plastic,en:glass,en:pouch-flask",nestle,"en:beverages,en:instant-beverages","en:green-dot,en:no-added-sugar,en:nutriscore,en:nutriscore-grade-a","en:france,en:portugal,en:spain",minipreco,en:gluten,,100g,100g,1535.0,363.0,0.3,g,0.0,g,76.9,g,4.0,g,10.9,g,7.6,g,0.48,g,0.192,g,1535.0,kJ,,,,,,,en:pouch-flask,en:clear-glass,en:lid,en:plastic,https://www.nestle.pt/SaboreiaaVida/Produtos/Bebidas/BebidasCereais/Pages/Tofina.aspx,,,1.0,en:1-unprocessed-or-minimally-processed-foods,unknown,,unknown,,,,1,-4,0,0,,"App - yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts",Tofina,"cevada, chicória, café (15%)."
es,180 ml,,,nestle,"en:plant-based-foods-and-beverages,en:beverages,en:dairy-substitutes,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives","en:vegetarian,en:vegan,en:european-vegetarian-union,en:european-vegetarian-union-vegan,en:nutriscore,en:nutriscore-grade-b",en:spain,,,,100g,100g,,46.0,0.5,g,0.1,g,8.0,g,5.8,g,0.6,g,2.2,g,0.14,g,0.056,g,46.0,kcal,,,,,,,,,,,,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",,unknown,b,0.0,unknown,,1.0,,-5,-15,1,0,,"App - Yuka, Apps",Nesquik Go Vegetal!,
es,,,,nestle,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:chocolates,en:white-chocolates,en:white-chocolate-bars",,en:spain,,,,100g,100g,,558.0,35.0,g,19.0,g,51.3,g,49.0,g,,,9.3,g,0.12,mg,48.0,mg,558.0,kcal,,,,,,,,,,,,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",,unknown,e,26.0,e,19.0,1.0,31010.0,-5,-15,1,0,,"App - elcoco, Apps, App - yuka, App - El CoCo",Sublime blanco,
en,500,16g,en:jar,nestle,"en:beverages,en:cocoa-and-its-products,en:cocoa-and-chocolate-powders,en:instant-beverages,en:chocolate-powders,es:capsulas-de-nesquick","en:made-in-france,en:nutriscore,en:nutriscore-grade-b,en:nutriscore-grade-d,en:rainforest-alliance","en:belgium,en:france,en:spain","delhaize,colruyt","en:milk,en:soybeans",en:soybeans,100g,100g,1634.0,386.0,3.6,g,1.6,g,78.9,g,75.1,g,7.7,g,5.1,g,0.41,g,0.164,g,1634.0,kj,11.0,g,,,,,en:pot,,,,www.nestle.ch,,,4.0,en:4-ultra-processed-food-and-drink-products,unknown,,c,57.0,,18104.0,3,-10,0,10,,"App - elcoco, Apps, App - El CoCo, App - InFood, App - Open Food Facts, App - Yuka, App - smoothie-openfoodfacts",Dolce Gusto Nesquik - 16 Capsules,"Leche en polvo (46,8%), azúcar, cacao desgrasado (10,6%), leche desnatada en polvo, lactosa, grasa de coco, aromas naturales, carbonato cálcico, emulgente (lecitina de soja), sal, extracto de levadura, vitaminas (C, B1, niacina, ácido pantoténico, B6, ácido fólico), canela,"
